2461	http://www.stat-nba.com/player/2461.html	A	安德鲁-麦卡特	Andre McCarter	1953-08-25 00:00:00	宾夕法尼亚州费城	Overbrook in Philadelphia, Pennsylvania	University of California, Los Angeles	后卫	1.91	86	20,33	1976年第6轮第3顺位被选中
2486	http://www.stat-nba.com/player/2486.html	A	阿瑞尔-马汉	Ariel Maughan	1923-02-23 00:00:00	犹他州盐湖城	暂无信息	Utah State University 99 15 11 12	前锋	1.93	86	11,12,15,99	非选秀球员
2494	http://www.stat-nba.com/player/2494.html	A	小安东尼-梅森	Anthony Mason	1966-12-14 00:00:00	佛罗里达州迈阿密	Springfield Gardens in Springfield Gardens, New York	Tennessee State University	前锋	2.01	113	14,17,34,42	1988年第3轮第3顺位被选中
2495	http://www.stat-nba.com/player/2495.html	A	艾尔-马西诺	Al Masino	1928-02-05 00:00:00	暂无信息	暂无信息	Canisius College	后卫	1.78	79	4,12,16	非选秀球员
251	http://www.stat-nba.com/player/251.html	A	阿兰-布里斯托	Allan Bristow	1951-08-23 00:00:00	弗吉尼亚州里士满	Henrico in Richmond, Virginia	Virginia Polytechnic Institute and State University	前锋-后卫	2.01	95	23,30,44	1973年第2轮第3顺位被选中
253	http://www.stat-nba.com/player/253.html	A	Aud Brindley	Aud Brindley	1923-12-31 00:00:00	纽约旅游Mineola	Rockville Centre in Rockville Centre, New York	Dartmouth College	前锋	1.93	79	12,15	非选秀球员
254	http://www.stat-nba.com/player/254.html	A	艾尔-布莱特曼	Al Brightman	1923-09-22 00:00:00	暂无信息	Wilson in Long Beach, California	California State University, Long Beach	前锋	1.88	88	8,16	非选秀球员
2574	http://www.stat-nba.com/player/2574.html	A	阿维达斯-马西雅斯卡斯	Arvydas Macijauskas	1980-01-19 00:00:00	立陶宛克莱佩达	暂无信息	暂无信息	后卫	1.93	97	6	非选秀球员
2590	http://www.stat-nba.com/player/2590.html	A	阿代尔-诺里斯	Audie Norris	1960-12-18 00:00:00	密西西比州杰克逊	Jim Hill in Jackson, Mississippi	Jackson State University	中锋	2.06	104	24	1982年第2轮第14顺位被选中
2600	http://www.stat-nba.com/player/2600.html	A	安德烈斯-诺西奥尼	Andres Nocioni	1979-11-30 00:00:00	阿根廷圣塔菲	暂无信息	暂无信息	前锋	2.01	102	5	非选秀球员
2635	http://www.stat-nba.com/player/2635.html	A	艾尔-内格拉底	Al Negratti	1921-06-12 00:00:00	暂无信息	暂无信息	Seton Hall University 18	前锋-中锋	1.91	91	18	非选秀球员
